record_id,date,year,season,region,product_id,category,product_name,color,fabric,price_tier,price_usd,discount_pct,historical_sales_units,search_volume_index,social_media_mentions,instagram_hashtag_count,tiktok_video_count,influencer_mentions,customer_rating,return_rate_pct,stock_availability_pct,repeat_purchase_rate_pct,website_click_through_rate,days_in_top_100,trending_score,is_trending,trending_label
436,2023-03-21,2023,Spring,Latin America,P100435,Tops,Blouse,Burgundy,Polyester,Luxury,485.26,10.5,1144,61,3757,8344,1915,15,3.4,10.4,66.9,33.1,3.71,35,60.34,0,Not Trending
437,2024-10-28,2024,Winter,Latin America,P100436,Activewear,Track Jacket,Beige,Polyester,Mid-Range,89.58,29.3,2756,64,1728,2451,2125,11,4.2,7.4,87.4,30.4,3.5,35,46.3,0,Not Trending
438,2025-06-10,2025,Summer,Middle East,P100437,Tops,Bodysuit,Baby Blue,Silk,Premium,197.62,18.2,292,17,1417,11828,1015,9,4.1,17.7,58.7,17.7,3.14,12,47.67,0,Not Trending
439,2024-05-09,2024,Winter,Latin America,P100438,Dresses,Slip Dress,Hot Pink,Silk,Mid-Range,58.92,0.0,1988,57,2801,6706,1464,16,3.9,13.9,68.5,36.6,2.69,34,54.53,0,Not Trending
440,2023-02-08,2023,Summer,Asia Pacific,P100439,Accessories,Mini Bag,Mocha Mousse,Silk,Premium,150.25,12.0,1212,60,3090,2213,1033,18,3.2,24.7,85.0,13.6,3.08,30,51.71,0,Not Trending
441,2025-01-01,2025,Summer,Asia Pacific,P100440,Activewear,Track Jacket,Baby Blue,Wool,Mid-Range,45.19,3.0,84,51,3596,2091,2141,14,3.4,8.7,77.0,31.2,2.89,45,29.16,0,Not Trending
442,2025-12-19,2025,Winter,Europe,P100441,Denim,Denim Skirt,Sage Green,Knit,Premium,93.93,3.6,1671,17,2778,10579,1006,16,3.6,16.4,49.1,25.5,3.91,31,39.3,0,Not Trending
443,2024-04-21,2024,Spring,Latin America,P100442,Bottoms,Cargo Pants,Hot Pink,Knit,Mid-Range,73.65,0.0,0,36,2657,16712,147,9,3.9,7.7,77.8,15.4,5.41,27,43.45,0,Not Trending
444,2025-01-19,2025,Spring,Europe,P100443,Footwear,Ankle Boots,Black,Linen,Budget,11.96,22.2,785,41,3121,0,1645,17,4.0,13.8,83.9,30.9,1.8,23,39.09,0,Not Trending
445,2024-08-07,2024,Fall,Middle East,P100444,Tops,Bodysuit,White,Satin,Mid-Range,51.5,26.2,1274,62,4357,1773,368,14,4.0,8.5,96.7,5.3,5.95,34,42.82,0,Not Trending
446,2025-04-20,2025,Spring,Middle East,P100445,Outerwear,Cardigan,White,Knit,Premium,157.73,18.4,1511,31,983,16860,1962,15,3.7,19.5,78.3,33.8,3.98,10,53.96,0,Not Trending
447,2024-10-28,2024,Spring,Europe,P100446,Bottoms,Mini Skirt,Cherry Red,Cotton,Mid-Range,86.1,37.1,1851,57,3480,1572,2060,16,3.7,12.1,66.0,31.0,2.47,12,39.78,0,Not Trending
448,2024-01-30,2024,Summer,Middle East,P100447,Dresses,Bodycon Dress,Mocha Mousse,Wool,Budget,29.72,7.7,2890,50,4439,5302,1820,15,3.8,4.8,100.0,27.2,5.78,19,64.88,1,Trending
449,2023-04-14,2023,Winter,North America,P100448,Accessories,Statement Earrings,Baby Blue,Knit,Luxury,302.91,20.5,1124,0,1650,10739,1139,16,4.2,15.5,85.5,10.7,4.06,31,48.01,0,Not Trending
450,2024-01-05,2024,Winter,Asia Pacific,P100449,Denim,Denim Skirt,Baby Blue,Cotton,Budget,13.78,12.3,31,0,2736,19601,2817,16,3.4,3.2,51.1,18.2,3.88,29,52.58,0,Not Trending
451,2024-04-15,2024,Winter,Latin America,P100450,Accessories,Belt Bag,Sage Green,Satin,Budget,26.19,21.6,2662,35,4363,13444,340,15,4.3,12.7,48.4,15.1,4.02,33,56.13,0,Not Trending
452,2024-06-24,2024,Winter,Middle East,P100451,Activewear,Yoga Set,Black,Denim,Luxury,421.66,16.1,565,62,2587,1962,1650,13,5.0,9.6,68.4,27.6,0.93,21,49.06,0,Not Trending
453,2025-10-01,2025,Winter,Europe,P100452,Dresses,Wrap Dress,Sage Green,Polyester,Budget,15.39,40.9,1105,38,471,6706,876,13,3.8,13.4,72.1,41.2,1.92,6,28.27,0,Not Trending
454,2024-07-23,2024,Winter,North America,P100453,Accessories,Bucket Hat,Lavender,Wool,Budget,28.82,8.9,2241,28,5679,5062,769,20,2.9,9.4,70.3,27.9,4.13,9,40.65,0,Not Trending
455,2025-09-06,2025,Winter,Asia Pacific,P100454,Denim,Denim Skirt,Rust Orange,Cotton,Mid-Range,44.5,17.5,2228,100,2852,6697,29,14,3.5,15.9,82.0,21.4,2.48,37,72.83,1,Trending
456,2024-01-23,2024,Summer,Europe,P100455,Footwear,Chunky Sneakers,Cherry Red,Linen,Budget,12.12,4.0,2087,3,2281,5433,2622,21,4.9,9.2,89.3,17.3,3.15,11,29.25,0,Not Trending
457,2024-01-11,2024,Spring,Asia Pacific,P100456,Accessories,Mini Bag,Sage Green,Satin,Budget,15.76,15.9,1318,50,1451,6981,1999,18,3.7,16.3,96.9,18.3,0.49,14,53.97,0,Not Trending
458,2025-11-13,2025,Winter,Middle East,P100457,Tops,Blouse,Rust Orange,Knit,Mid-Range,58.4,19.8,2013,56,2342,3068,2797,8,4.1,9.5,78.3,27.3,2.33,0,55.78,0,Not Trending
459,2023-09-25,2023,Spring,Europe,P100458,Tops,Bodysuit,Black,Linen,Budget,28.39,7.3,509,74,3082,7692,0,10,4.7,10.6,97.7,36.0,3.57,20,47.77,0,Not Trending
460,2024-12-11,2024,Fall,Europe,P100459,Dresses,Shirt Dress,Cream,Denim,Budget,22.02,15.3,794,33,6885,4539,0,18,4.1,19.2,33.5,26.2,3.3,17,32.34,0,Not Trending
461,2025-10-03,2025,Spring,Middle East,P100460,Tops,Tank Top,Cherry Red,Polyester,Budget,21.56,23.1,1824,63,4055,16214,3032,12,3.8,12.5,80.4,22.2,2.18,13,68.35,1,Trending
462,2023-12-17,2023,Summer,Europe,P100461,Footwear,Ballet Flats,Beige,Wool,Luxury,271.09,32.1,1521,45,5266,13859,2201,15,4.5,23.6,65.9,14.6,5.62,42,54.54,0,Not Trending
463,2025-12-21,2025,Fall,Middle East,P100462,Activewear,Bike Shorts,Burgundy,Polyester,Premium,173.48,0.0,758,57,4915,9191,712,12,4.7,13.3,80.4,14.4,3.75,36,64.31,1,Trending
464,2025-01-28,2025,Spring,North America,P100463,Accessories,Mini Bag,Butter Yellow,Linen,Budget,18.79,0.0,1712,28,3815,5414,335,24,4.9,10.1,81.1,44.2,3.77,25,50.73,0,Not Trending
465,2025-06-25,2025,Summer,Europe,P100464,Bottoms,Wide-Leg Jeans,Black,Linen,Mid-Range,38.15,33.1,1179,39,2253,7675,0,10,4.7,13.3,100.0,29.1,3.28,10,37.84,0,Not Trending
466,2025-05-26,2025,Summer,North America,P100465,Footwear,Platform Heels,Mocha Mousse,Linen,Mid-Range,44.39,11.3,916,28,1637,9285,1667,16,3.7,13.5,83.7,12.8,3.58,25,37.03,0,Not Trending
467,2025-04-13,2025,Summer,Latin America,P100466,Accessories,Mini Bag,Chocolate Brown,Denim,Mid-Range,82.91,0.0,534,42,7264,10040,869,10,3.8,22.2,59.8,21.0,1.39,13,44.11,0,Not Trending
468,2025-11-03,2025,Spring,Asia Pacific,P100467,Accessories,Mini Bag,Charcoal,Cotton,Premium,196.01,15.7,3047,73,2743,23994,376,17,3.4,10.5,80.1,16.9,5.14,11,68.91,1,Trending
469,2025-08-24,2025,Summer,Asia Pacific,P100468,Accessories,Bucket Hat,Baby Blue,Linen,Premium,124.81,1.2,1730,42,2451,7530,1696,15,2.6,14.6,62.9,32.0,2.84,11,48.13,0,Not Trending
470,2024-12-15,2024,Fall,Asia Pacific,P100469,Activewear,Bike Shorts,Baby Blue,Wool,Budget,31.84,11.4,692,51,3613,859,1883,8,4.4,13.8,100.0,9.5,1.2,46,63.81,1,Trending
471,2025-12-22,2025,Summer,Latin America,P100470,Denim,Denim Vest,Rust Orange,Silk,Luxury,230.16,16.7,1356,61,0,3795,1294,14,3.6,8.7,38.6,17.0,1.44,20,40.61,0,Not Trending
472,2024-10-01,2024,Summer,Middle East,P100471,Activewear,Running Tights,Lavender,Knit,Budget,16.64,13.4,1872,78,3660,9980,0,19,4.2,13.6,98.2,28.3,0.94,0,31.39,0,Not Trending
473,2025-09-27,2025,Spring,Latin America,P100472,Footwear,Ankle Boots,Butter Yellow,Wool,Premium,200.1,0.0,2055,58,5670,6720,848,16,4.4,18.2,100.0,39.0,1.14,2,47.83,0,Not Trending
474,2023-06-17,2023,Summer,North America,P100473,Activewear,Bike Shorts,Chocolate Brown,Polyester,Mid-Range,75.33,7.4,1777,0,510,10324,867,8,4.3,17.7,85.0,21.8,1.49,18,8.8,0,Not Trending
475,2025-06-04,2025,Winter,Asia Pacific,P100474,Tops,Corset Top,Burgundy,Linen,Budget,20.57,3.2,1263,37,3164,4708,1851,9,4.0,12.2,42.1,32.0,3.19,24,38.44,0,Not Trending
476,2024-07-26,2024,Fall,North America,P100475,Tops,Blouse,Black,Denim,Budget,29.44,0.0,1351,42,6806,3245,2172,15,3.8,16.2,50.7,13.8,4.29,3,56.44,0,Not Trending
477,2023-06-26,2023,Spring,North America,P100476,Tops,Blouse,Cream,Polyester,Mid-Range,85.16,20.4,2257,40,0,4883,2023,16,4.4,6.9,95.7,6.3,2.09,37,37.97,0,Not Trending
478,2023-06-09,2023,Fall,Latin America,P100477,Activewear,Running Tights,Butter Yellow,Satin,Luxury,367.36,14.1,1823,37,1139,8913,273,17,3.9,13.0,84.2,3.4,1.91,35,39.87,0,Not Trending
479,2025-08-04,2025,Summer,Middle East,P100478,Activewear,Sports Bra,Cherry Red,Polyester,Premium,115.87,23.3,2604,63,1307,15646,0,12,4.4,6.7,64.7,1.6,4.0,13,61.83,1,Trending
480,2024-04-12,2024,Spring,North America,P100479,Denim,Flared Jeans,Baby Blue,Satin,Mid-Range,60.44,5.5,812,84,488,12412,1835,13,5.0,8.6,57.7,10.0,5.32,16,54.75,0,Not Trending
481,2024-06-30,2024,Fall,Asia Pacific,P100480,Accessories,Bucket Hat,Cherry Red,Satin,Budget,19.43,21.1,1724,22,521,0,210,16,4.0,22.2,71.6,17.6,4.1,24,26.55,0,Not Trending
482,2024-11-11,2024,Spring,North America,P100481,Activewear,Bike Shorts,Charcoal,Satin,Mid-Range,71.91,14.8,1740,74,4005,12270,1536,8,4.0,11.6,100.0,20.8,4.23,18,54.62,0,Not Trending
483,2023-01-29,2023,Spring,Latin America,P100482,Footwear,Chunky Sneakers,Mocha Mousse,Denim,Mid-Range,64.15,5.5,1632,47,3116,3574,1718,11,3.9,11.9,90.8,30.8,5.12,38,51.49,0,Not Trending
484,2024-03-24,2024,Summer,Latin America,P100483,Denim,Denim Skirt,Lavender,Knit,Premium,177.56,6.1,1568,22,1339,15438,2842,15,4.4,14.0,89.7,27.3,5.69,16,53.64,0,Not Trending
485,2025-10-18,2025,Summer,Middle East,P100484,Dresses,Bodycon Dress,Rust Orange,Polyester,Budget,12.25,20.4,2097,43,640,6265,1713,17,4.5,13.3,74.2,10.1,7.33,15,48.39,0,Not Trending
486,2023-05-19,2023,Summer,North America,P100485,Tops,Blouse,Beige,Wool,Budget,19.19,26.9,2055,65,0,4037,2450,19,4.4,18.2,58.1,9.0,1.68,0,62.03,1,Trending
487,2023-07-18,2023,Fall,Asia Pacific,P100486,Outerwear,Oversized Blazer,Burgundy,Polyester,Premium,166.91,16.0,1904,66,412,6516,2870,10,3.9,14.4,76.3,19.1,1.52,38,67.24,1,Trending
488,2023-11-01,2023,Summer,Europe,P100487,Dresses,Wrap Dress,Chocolate Brown,Knit,Premium,142.66,0.4,1623,79,4684,7366,0,14,4.3,5.7,75.5,5.8,2.97,1,57.37,0,Not Trending
489,2024-06-03,2024,Winter,Europe,P100488,Dresses,Shirt Dress,Chocolate Brown,Silk,Budget,32.18,11.3,581,24,1539,6026,3058,12,3.9,12.6,96.5,17.7,4.72,47,61.97,1,Trending
490,2024-12-23,2024,Summer,Middle East,P100489,Accessories,Bucket Hat,Cherry Red,Wool,Premium,117.01,32.4,1644,48,457,8311,0,18,5.0,13.7,86.4,26.5,5.19,47,31.89,0,Not Trending
491,2025-01-04,2025,Summer,Latin America,P100490,Tops,Crop Top,Cherry Red,Denim,Premium,115.48,21.0,1866,10,1338,4686,1708,22,5.0,3.3,76.4,14.6,2.52,48,21.45,0,Not Trending
492,2023-03-24,2023,Fall,Europe,P100491,Footwear,Slides,Baby Blue,Knit,Luxury,565.02,28.1,1436,16,6026,5027,986,7,5.0,19.8,89.9,37.2,3.87,43,49.69,0,Not Trending
493,2023-08-28,2023,Fall,Asia Pacific,P100492,Activewear,Bike Shorts,Burgundy,Silk,Luxury,457.71,5.4,1596,54,1191,12493,1119,15,4.6,10.9,94.4,14.5,2.02,10,38.16,0,Not Trending
494,2025-02-09,2025,Fall,Asia Pacific,P100493,Outerwear,Denim Jacket,Butter Yellow,Silk,Mid-Range,39.92,0.0,907,21,4058,7324,1249,17,3.9,13.4,81.6,34.6,4.27,7,38.18,0,Not Trending
495,2024-10-11,2024,Spring,North America,P100494,Footwear,Ballet Flats,Charcoal,Silk,Luxury,562.75,45.6,1486,22,1694,6517,1423,16,4.4,2.9,75.1,16.1,3.99,62,43.41,0,Not Trending
496,2025-08-05,2025,Fall,North America,P100495,Outerwear,Denim Jacket,Butter Yellow,Linen,Mid-Range,58.31,13.7,2440,43,569,14263,746,14,4.0,16.2,68.4,3.9,3.79,0,44.58,0,Not Trending
497,2023-07-22,2023,Spring,Latin America,P100496,Footwear,Platform Heels,Lavender,Knit,Luxury,551.09,16.5,1690,31,5398,4602,389,15,4.6,12.1,77.3,22.1,0.96,25,43.67,0,Not Trending
498,2025-04-25,2025,Spring,Asia Pacific,P100497,Activewear,Yoga Set,Black,Satin,Budget,23.55,28.0,1236,91,7034,12369,2587,11,5.0,18.9,100.0,22.3,2.24,21,98.06,1,Trending
499,2024-03-21,2024,Fall,North America,P100498,Dresses,Wrap Dress,Sage Green,Knit,Budget,32.22,14.1,937,77,3203,19630,1486,10,4.0,10.6,43.2,0.0,2.98,23,68.21,1,Trending
500,2025-07-22,2025,Fall,Latin America,P100499,Outerwear,Trench Coat,Hot Pink,Silk,Premium,157.57,9.4,1383,100,2718,6603,819,15,3.6,8.8,40.0,28.7,3.8,43,64.46,1,Trending
501,2024-02-01,2024,Spring,Asia Pacific,P100500,Footwear,Chunky Sneakers,Baby Blue,Cotton,Mid-Range,62.51,30.7,928,63,3827,7052,1709,17,3.8,12.9,47.4,16.5,2.31,25,61.94,1,Trending
502,2025-04-12,2025,Winter,North America,P100501,Denim,Denim Skirt,White,Wool,Budget,11.31,11.9,928,46,4507,0,0,11,4.2,4.4,67.0,23.1,1.56,3,33.71,0,Not Trending
503,2025-01-18,2025,Fall,Europe,P100502,Tops,Crop Top,Butter Yellow,Polyester,Luxury,581.25,18.5,521,42,3120,1796,0,13,4.7,8.2,75.6,17.9,0.1,2,33.38,0,Not Trending
504,2025-08-19,2025,Fall,Asia Pacific,P100503,Accessories,Bucket Hat,Beige,Knit,Mid-Range,55.71,0.0,1821,71,2299,22115,103,17,4.3,16.5,88.5,35.9,3.19,38,40.67,0,Not Trending
505,2024-07-04,2024,Spring,North America,P100504,Activewear,Sports Bra,Cherry Red,Silk,Budget,24.03,26.2,2192,53,447,8537,3549,16,2.6,13.7,76.3,18.2,2.81,15,65.49,1,Trending
506,2024-07-05,2024,Fall,Middle East,P100505,Tops,Corset Top,Sage Green,Wool,Mid-Range,46.83,34.5,3000,32,0,5090,1609,11,4.2,20.4,57.2,16.3,2.51,13,28.92,0,Not Trending
507,2023-07-20,2023,Spring,Latin America,P100506,Accessories,Mini Bag,Chocolate Brown,Linen,Budget,31.69,17.0,1172,59,5781,4099,1280,11,4.1,11.9,48.8,20.3,4.33,2,53.04,0,Not Trending
508,2023-04-13,2023,Fall,Europe,P100507,Dresses,Maxi Dress,Sage Green,Knit,Mid-Range,78.55,16.0,959,7,2310,11613,1459,16,4.4,14.4,69.5,37.4,3.71,20,43.52,0,Not Trending
509,2023-05-05,2023,Summer,Asia Pacific,P100508,Footwear,Chunky Sneakers,Mocha Mousse,Denim,Mid-Range,36.6,6.1,94,64,3240,3033,1895,15,3.9,13.1,63.9,18.7,2.77,0,63.39,1,Trending
510,2024-10-25,2024,Summer,Latin America,P100509,Dresses,Shirt Dress,Beige,Polyester,Premium,198.73,2.4,727,34,3017,9176,492,10,4.1,2.0,56.0,22.6,2.68,1,54.45,0,Not Trending
511,2025-05-10,2025,Fall,Asia Pacific,P100510,Activewear,Sports Bra,Beige,Linen,Budget,24.92,16.0,1844,18,5610,10110,457,19,4.4,10.7,66.4,4.9,3.5,20,62.45,1,Trending
512,2025-10-03,2025,Winter,Latin America,P100511,Dresses,Shirt Dress,Charcoal,Cotton,Mid-Range,47.73,27.8,1059,25,3236,4061,768,17,3.6,8.8,76.7,21.3,2.59,18,18.28,0,Not Trending
513,2025-12-01,2025,Summer,Asia Pacific,P100512,Denim,Denim Skirt,Beige,Cotton,Budget,23.79,29.8,1155,70,3291,8463,1682,11,3.7,12.0,70.4,15.7,4.92,10,49.86,0,Not Trending
514,2023-04-01,2023,Spring,Asia Pacific,P100513,Outerwear,Oversized Blazer,Lavender,Cotton,Mid-Range,76.69,12.3,2821,40,4067,8122,1221,14,4.6,6.6,77.0,33.4,0.75,39,43.19,0,Not Trending
515,2025-12-17,2025,Summer,Latin America,P100514,Footwear,Chunky Sneakers,Black,Denim,Luxury,314.76,16.4,20,59,1545,0,875,15,4.7,16.7,74.7,2.8,2.43,33,39.11,0,Not Trending
516,2025-08-12,2025,Spring,Latin America,P100515,Outerwear,Denim Jacket,Cream,Knit,Premium,187.15,12.8,1629,40,3278,14111,1540,22,4.1,7.1,74.2,10.4,5.3,14,70.1,1,Trending
517,2023-05-02,2023,Fall,Middle East,P100516,Denim,Baggy Jeans,Cream,Linen,Premium,217.9,0.0,1714,54,4094,11816,0,15,4.7,9.7,60.3,28.0,1.37,0,58.26,0,Not Trending
518,2024-07-29,2024,Fall,Latin America,P100517,Footwear,Platform Heels,Black,Satin,Mid-Range,63.4,16.8,1176,54,3310,9933,1649,14,2.9,13.4,87.9,25.6,1.57,15,43.94,0,Not Trending
519,2023-05-06,2023,Winter,Asia Pacific,P100518,Outerwear,Puffer Jacket,Sage Green,Denim,Mid-Range,59.46,36.5,2094,44,2590,4759,1350,16,4.7,15.6,83.0,12.9,0.74,30,39.21,0,Not Trending
520,2024-05-22,2024,Spring,North America,P100519,Accessories,Belt Bag,Beige,Cotton,Premium,173.3,6.6,1973,9,4216,8558,1111,18,4.0,7.8,98.7,9.7,3.41,3,26.88,0,Not Trending
521,2024-06-10,2024,Summer,Europe,P100520,Outerwear,Oversized Blazer,Mocha Mousse,Denim,Mid-Range,63.23,6.9,1619,23,3663,13985,994,9,3.5,17.1,86.6,22.4,2.65,11,61.82,1,Trending
522,2025-12-24,2025,Spring,Latin America,P100521,Tops,Bodysuit,Charcoal,Knit,Budget,33.62,14.5,1658,18,1254,3942,1037,20,3.5,6.1,87.7,11.0,2.96,8,38.02,0,Not Trending
523,2024-04-30,2024,Summer,Asia Pacific,P100522,Tops,Blouse,Mocha Mousse,Polyester,Mid-Range,58.54,24.4,1514,69,3592,7114,340,12,4.3,9.0,53.3,23.1,1.7,16,58.19,0,Not Trending
524,2024-07-06,2024,Fall,Asia Pacific,P100523,Activewear,Sports Bra,Cream,Silk,Mid-Range,74.07,7.5,1612,38,2284,0,1178,11,4.4,18.5,73.8,15.1,1.29,15,39.18,0,Not Trending
525,2025-06-29,2025,Winter,Europe,P100524,Dresses,Wrap Dress,Lavender,Knit,Luxury,320.91,20.5,2001,10,6208,2437,1914,15,4.0,8.8,80.1,30.6,5.61,24,62.21,1,Trending
526,2024-07-18,2024,Summer,Europe,P100525,Bottoms,Mini Skirt,Beige,Satin,Budget,13.92,6.8,2105,49,0,16391,932,22,3.8,10.0,60.3,25.3,6.55,32,62.16,1,Trending
527,2023-09-24,2023,Spring,Middle East,P100526,Denim,Baggy Jeans,Sage Green,Knit,Mid-Range,78.2,0.6,1547,20,2408,793,1267,12,4.3,13.5,80.1,17.5,4.11,43,32.68,0,Not Trending
528,2024-12-13,2024,Spring,North America,P100527,Dresses,Shirt Dress,Cream,Silk,Budget,12.61,12.9,1069,100,4536,14701,911,14,4.0,5.5,32.2,11.8,3.17,63,84.56,1,Trending
529,2023-05-08,2023,Winter,Asia Pacific,P100528,Dresses,Bodycon Dress,Baby Blue,Knit,Budget,29.13,22.1,1569,32,1411,7551,1997,15,4.2,7.8,67.9,12.2,6.39,0,63.62,1,Trending
530,2023-03-26,2023,Fall,North America,P100529,Denim,Flared Jeans,Burgundy,Knit,Mid-Range,66.52,12.4,2982,59,2133,3533,999,13,3.6,10.4,90.0,13.6,3.01,25,47.16,0,Not Trending
531,2025-06-16,2025,Summer,Europe,P100530,Outerwear,Cardigan,Cherry Red,Linen,Budget,32.91,2.9,814,26,2497,15487,1346,18,5.0,10.3,64.8,18.3,3.13,7,75.53,1,Trending
532,2025-01-03,2025,Winter,North America,P100531,Footwear,Slides,Black,Wool,Mid-Range,79.3,26.1,699,43,5702,6127,1574,16,4.5,2.5,71.0,11.8,3.54,18,43.87,0,Not Trending
533,2025-10-03,2025,Fall,Europe,P100532,Outerwear,Cardigan,Rust Orange,Polyester,Premium,165.06,12.4,1439,56,1343,16122,3060,12,3.5,7.9,60.8,43.1,3.08,7,57.38,0,Not Trending
534,2023-03-15,2023,Fall,North America,P100533,Activewear,Yoga Set,White,Satin,Mid-Range,48.45,0.0,2808,98,2928,7912,676,22,3.2,3.1,96.7,39.5,2.4,46,56.7,0,Not Trending
535,2023-03-09,2023,Fall,Latin America,P100534,Outerwear,Denim Jacket,Black,Knit,Budget,30.77,15.6,226,35,4407,6955,905,13,3.5,20.5,89.4,22.4,2.4,14,43.32,0,Not Trending
536,2024-08-28,2024,Winter,North America,P100535,Tops,Crop Top,Burgundy,Satin,Budget,10.41,44.8,2908,86,1989,11609,665,16,4.5,18.7,76.5,16.3,1.09,0,72.12,1,Trending
537,2024-12-28,2024,Summer,Asia Pacific,P100536,Bottoms,Leggings,Baby Blue,Silk,Budget,29.54,7.9,1201,13,0,23133,2530,13,3.7,12.1,48.8,33.3,4.76,5,53.13,0,Not Trending
538,2024-11-19,2024,Summer,Asia Pacific,P100537,Tops,Crop Top,Cherry Red,Knit,Budget,23.51,21.6,706,10,2770,12081,0,17,4.0,1.0,100.0,1.3,4.49,8,42.78,0,Not Trending
539,2025-07-14,2025,Spring,Middle East,P100538,Bottoms,Leggings,Charcoal,Linen,Premium,109.66,21.1,368,74,2647,8808,1888,21,4.6,10.2,77.5,24.0,5.36,30,55.15,0,Not Trending
540,2023-07-21,2023,Spring,Latin America,P100539,Outerwear,Oversized Blazer,Lavender,Satin,Budget,21.67,4.8,2832,60,2900,496,1204,13,3.5,13.6,55.9,32.8,5.95,22,43.27,0,Not Trending
541,2023-09-16,2023,Spring,Latin America,P100540,Activewear,Bike Shorts,Burgundy,Wool,Budget,14.58,11.2,2491,97,3229,6658,660,12,4.0,9.6,71.3,15.6,4.64,0,72.72,1,Trending
542,2023-07-25,2023,Spring,Middle East,P100541,Denim,Denim Vest,Butter Yellow,Linen,Luxury,430.71,27.7,1091,65,0,6072,2250,17,2.6,8.1,54.8,14.2,2.8,0,36.06,0,Not Trending
543,2024-11-15,2024,Fall,Europe,P100542,Accessories,Mini Bag,Butter Yellow,Linen,Budget,17.82,19.0,1914,71,0,8289,958,18,2.6,8.0,98.2,5.2,4.21,13,44.4,0,Not Trending
544,2023-09-04,2023,Fall,North America,P100543,Tops,Crop Top,Butter Yellow,Wool,Budget,14.96,13.8,1032,38,3611,293,1398,11,4.3,15.3,42.9,8.2,3.44,0,26.54,0,Not Trending
545,2025-11-08,2025,Fall,North America,P100544,Bottoms,Denim Shorts,Burgundy,Knit,Luxury,468.88,16.7,2582,45,3117,1057,875,15,4.3,9.1,100.0,31.4,4.43,36,36.42,0,Not Trending
546,2024-09-20,2024,Fall,Europe,P100545,Footwear,Platform Heels,Beige,Wool,Mid-Range,77.79,21.8,2211,66,3268,11566,395,12,4.1,12.5,58.6,12.4,6.93,18,41.73,0,Not Trending
547,2025-07-11,2025,Spring,Europe,P100546,Tops,Crop Top,Charcoal,Cotton,Budget,13.93,12.1,3177,6,1364,6720,3235,16,3.7,7.0,100.0,18.9,4.66,0,49.96,0,Not Trending
548,2023-11-26,2023,Winter,Asia Pacific,P100547,Dresses,Shirt Dress,Sage Green,Denim,Mid-Range,36.5,7.7,891,67,2587,5581,484,12,3.9,17.5,80.7,32.8,2.61,40,35.13,0,Not Trending
549,2023-04-19,2023,Winter,Asia Pacific,P100548,Accessories,Oversized Sunglasses,Beige,Wool,Budget,32.88,31.3,440,9,1408,12066,0,11,4.6,24.1,82.3,25.4,2.81,2,26.1,0,Not Trending
550,2023-09-24,2023,Winter,Europe,P100549,Dresses,Maxi Dress,Mocha Mousse,Knit,Mid-Range,78.46,0.0,863,4,4374,3654,1980,14,3.1,18.1,57.9,25.2,4.12,0,37.32,0,Not Trending
551,2023-08-10,2023,Summer,North America,P100550,Tops,Crop Top,Sage Green,Wool,Mid-Range,41.96,23.5,1987,52,5189,6125,0,16,3.5,15.0,100.0,17.1,2.1,36,35.0,0,Not Trending
552,2023-09-26,2023,Fall,North America,P100551,Bottoms,Wide-Leg Jeans,Cream,Wool,Mid-Range,37.83,5.5,1963,77,2025,8424,2323,13,4.2,10.7,76.7,17.4,3.72,18,76.8,1,Trending
553,2023-10-06,2023,Winter,Asia Pacific,P100552,Denim,Baggy Jeans,Beige,Wool,Mid-Range,49.43,25.8,798,30,1906,4452,2394,10,4.4,12.6,68.1,7.3,5.26,19,45.21,0,Not Trending
554,2024-01-08,2024,Spring,Middle East,P100553,Footwear,Platform Heels,Sage Green,Denim,Budget,20.4,25.3,1230,41,2742,13163,2324,9,4.4,6.9,65.9,22.1,5.87,35,67.9,1,Trending
555,2025-07-23,2025,Summer,Middle East,P100554,Dresses,Shirt Dress,Sage Green,Knit,Budget,14.12,18.5,213,75,442,7021,1385,19,4.4,15.5,59.2,4.9,5.84,0,46.95,0,Not Trending
556,2024-02-17,2024,Summer,Latin America,P100555,Denim,Denim Vest,White,Polyester,Mid-Range,58.22,21.4,2353,72,722,4596,1627,15,3.7,16.5,100.0,8.7,2.71,11,52.41,0,Not Trending
557,2025-10-16,2025,Winter,Asia Pacific,P100556,Accessories,Bucket Hat,Cherry Red,Polyester,Premium,175.47,20.3,3276,79,2423,5383,0,16,3.4,8.7,51.9,19.1,4.54,21,57.3,0,Not Trending
558,2024-11-03,2024,Spring,Asia Pacific,P100557,Accessories,Belt Bag,Mocha Mousse,Linen,Mid-Range,42.14,12.3,1385,34,0,12317,704,16,4.2,5.8,90.4,28.4,4.72,28,41.73,0,Not Trending
559,2024-07-10,2024,Spring,North America,P100558,Outerwear,Puffer Jacket,Black,Denim,Premium,142.83,27.8,2851,55,5072,7410,0,14,3.6,10.0,76.5,29.3,5.88,45,28.83,0,Not Trending
560,2024-08-31,2024,Winter,Latin America,P100559,Tops,Blouse,White,Cotton,Luxury,440.0,0.0,618,50,5397,7873,487,11,3.5,7.6,40.7,10.4,3.14,1,49.79,0,Not Trending
561,2025-12-17,2025,Fall,North America,P100560,Tops,Crop Top,Butter Yellow,Denim,Budget,18.09,7.1,2469,0,1315,15375,2020,10,4.5,0.5,96.3,46.3,3.79,0,51.37,0,Not Trending
